Opportunity Category,Gender,Country,Institution Name,Current/Intended Major,Status Description,SignUp_Year,SignUp_Month,SignUp_Day,Age,Opportunity_Duration,Churn
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,29,25,493,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2023,8,22,24,493,1
Internship,1,United States,Webster University,Cyber Security,Rejected,2024,1,17,31,493,1
Internship,2,Pakistan,Virtual University,Computer,Rejected,2023,8,19,29,493,1
Internship,1,India,Amc Dental College,Public Health,Dropped Out,2023,6,25,31,63,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Rejected,2024,2,7,26,493,1
Internship,2,United States,Saint Louis University,Artificial Intelligence,Rejected,2023,6,12,26,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,24,27,493,1
Internship,2,Nigeria,Oauthc,Nursing,Team Allocated,2023,3,4,29,63,1
Internship,1,India,Saint Louis University,Public Health,Rejected,2024,1,11,24,493,1
Internship,1,Australia,The University Of Queensland,Biotechnology,Dropped Out,2023,8,24,32,63,1
Internship,2,India,Mangalore University,Commerce,Rejected,2024,2,8,24,493,1
Internship,2,India,Manipal University,Business and Management Studies,Rejected,2024,2,8,29,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,25,28,493,1
Internship,2,India,Podar International School,Computer Engineering,Team Allocated,2023,8,19,18,63,1
Internship,2,Nigeria,Federal University Of Tecnology Owerri  Imo Nigeria,Manufacturing Engineering,Rejected,2023,10,19,40,493,1
Internship,1,India,Saint Louis University,Computer Science,Rejected,2023,5,16,25,493,1
Internship,2,India,Great Lakes Institute Of Management,Artificial Intelligence and Data Science,Team Allocated,2023,6,16,40,63,1
Internship,1,Pakistan,Cedar College,Medicine,Rejected,2023,10,9,22,493,1
Internship,1,India,Saint Louis University,Information Systems,Dropped Out,2023,5,3,24,63,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Dropped Out,2023,10,3,25,63,1
Internship,1,India,Malla Reddy University,Computer Science and Engineering,Rejected,2024,1,8,23,493,1
Internship,2,Nigeria,University Of Maiduguri,Digital Marketing,Dropped Out,2023,8,15,32,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,4,25,493,1
Internship,2,India,St Louis University,Computer Science,Rejected,2023,7,25,25,493,1
Internship,1,India,Saint Louis University,Information Systems,Rejected,2023,9,23,26,493,1
Internship,2,India,Iter,Computer,Rejected,2023,11,19,25,493,1
Internship,1,United States,Saint Louis,Information Systems,Rejected,2023,11,30,27,493,1
Internship,1,United States,Saint Louis University,Computer Information Systems,Team Allocated,2023,12,12,24,63,1
Internship,2,India,Carlox Teacher'S University,Manager,Team Allocated,2023,8,17,29,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,2,3,33,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,9,26,24,493,1
Internship,2,United States,Saint Louis University,Computer and Information Sciencess,Rejected,2023,8,23,25,493,1
Internship,2,Nepal,Liverpool International College,Mechanical Engineering,Rejected,2023,3,18,20,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,9,21,23,493,1
Internship,2,United States,Saint Louis University,Masters in Information Systems,Rejected,2023,12,29,23,493,1
Internship,1,United States,Saint Louis University,Law and Legal Studies,Rejected,2023,9,12,22,493,1
Internship,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,12,19,23,63,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,12,5,25,493,1
Internship,2,United States,Briar Woods High School,Finance and Banking,Rejected,2024,2,28,18,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,20,25,493,1
Internship,2,Kenya,Maseno University,Business Administration,Rejected,2024,2,7,29,493,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2023,6,7,25,493,1
Internship,2,India,Amrita Vishwa Vishyapeetham,Electronics and Communication,Rejected,2024,2,15,23,493,1
Internship,1,American Samoa,Illinos Institute Of Technology,Architecture,Rejected,2023,9,12,21,493,1
Internship,1,India,Vemana Institute Of Technology,Computer Science,Rejected,2023,7,19,22,493,1
Internship,1,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,14,26,63,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,8,22,28,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,7,25,25,493,1
Internship,1,India,Lovely Professional University,Business Analytics,Rejected,2023,6,17,26,493,1
Internship,1,United States,Saint Louis University,Data Analytics,Dropped Out,2023,5,12,26,63,1
Internship,1,United States,Saint Louis University,Health Data Science,Dropped Out,2023,8,25,26,63,1
Internship,2,Pakistan,Mehran University Jamshoro Sindh Pakistan,Business Administration,Rejected,2023,10,21,23,493,1
Internship,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,63,1
Internship,1,United States,Saint Louis University,Computer Science,Dropped Out,2023,4,24,25,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,19,24,493,1
Internship,1,United States,Saint Louis,Information Systems,Rejected,2023,1,5,25,493,1
Internship,1,India,Teerthanker Mahaveer University,Business Administration,Rejected,2024,2,19,21,493,1
Internship,2,India,Saint Louis,Information Systems,Rejected,2024,1,15,24,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Rejected,2024,2,17,26,493,1
Internship,2,Nigeria,Saint Louis University,Cyber Security,Rejected,2024,2,21,34,493,1
Internship,2,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,23,27,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,12,23,28,493,1
Internship,1,India,Saint Louis University,Information Systems,Rejected,2023,8,21,25,493,1
Internship,1,United States,Saint Louis University,Artificial Intelligence,Rejected,2024,1,16,26,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,29,26,493,1
Internship,2,United States,Saint Louis University,Cyber Security,Rejected,2023,10,19,27,493,1
Internship,2,Tanzania,,,,,,,,,
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,13,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,6,19,27,493,1
Internship,2,Nigeria,Illinois Institute Of Technolog,Environmental Sustainability,Rejected,2024,1,4,25,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,10,2,23,493,1
Internship,2,India,G.M Institute Of Technology,Computer Science,Rejected,2023,7,9,24,493,1
Internship,1,United States,Saint Louis University,Bioinformatics,Rejected,2023,9,25,26,493,1
Internship,1,India,Lotus Valley International School,Accounting and Finance,Team Allocated,2024,1,4,17,63,1
Internship,2,United States,Saint Louis University,Data Analytics,Rejected,2023,8,22,32,493,1
Internship,1,United States,Saint Louis University,Computer Information Systems,Rejected,2023,11,9,25,493,1
Internship,2,United States,Saint Louis University,Analytics,Rejected,2024,1,5,24,493,1
Internship,2,United States,Saint Louis University,Analytics,Rejected,2024,2,1,26,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,12,9,27,493,1
Internship,1,India,Narasaraopeta Engineering College,Information Systems,Rejected,2023,7,18,25,493,1
Internship,1,United States,Saint Louis University,Data Analytics,Dropped Out,2023,12,7,27,63,1
Internship,2,United States,Saint Louis University,Computer Science,Dropped Out,2023,4,17,24,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,12,20,29,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,9,9,27,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,8,28,27,493,1
Internship,2,India,Lotus Valley International,Entrepreneurship,Team Allocated,2024,1,4,18,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,9,21,24,493,1
Internship,2,Nigeria,Kebbi State University Of Science And Technology Aliero,Biology,Rejected,2023,7,7,27,493,1
Internship,2,United States,Saint Louis University,Information Systems,Dropped Out,2023,9,25,24,63,1
Internship,2,United States,Gm Institute Of Technology,Computer Science,Rejected,2023,7,9,24,493,1
Internship,2,India,Saint Louis University,Information Systems,Team Allocated,2023,8,10,29,63,1
Internship,1,India,Vidya Jyothi Institute Of Technology,Information technology,Rejected,2023,7,13,24,493,1
Internship,2,Singapore,Yishun Junior College,Electrical Engineering,Team Allocated,2023,12,20,23,63,1
Internship,2,Ethiopia,Saint Louis University,Cyber Security,Team Allocated,2023,8,14,27,63,1
Internship,2,India,Saint Louis University,Artificial Intelligence,Rejected,2024,1,22,24,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2023,9,9,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,7,18,29,493,1
Internship,2,United States,Saint Louis University,Analytics,Rejected,2024,1,11,23,493,1
Internship,2,Egypt,Ain Shams University,Accounting and Finance,Rejected,2023,10,4,34,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,18,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,11,24,493,1
Internship,2,United States,Saint Louis University,Project Management,Rejected,2024,1,18,28,493,1
Internship,2,India,K L University,Computer Science and Engineering,Rejected,2023,5,14,27,493,1
Internship,1,India,Saint Louis University,Biology,Rejected,2023,6,26,20,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,12,20,23,493,1
Internship,2,India,Dhanekula Institute Of Engineering And Technology,Computer Science and Engineering,Rejected,2024,2,13,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,12,10,26,493,1
Internship,2,India,Vibgyor,MBA,Team Allocated,2023,8,20,18,63,1
Internship,1,India,Rajalakshmi Engineering College,Artificial Intelligence and Machine learning,Rejected,2023,7,4,23,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,29,25,493,1
Internship,1,India,Pillai College Of Engineering,Electronics and Computer Science,Rejected,2023,9,19,23,493,1
Internship,1,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,19,24,63,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,5,27,23,493,1
Internship,1,Nigeria,Saint Louis University,Civil Engineering,Rejected,2024,2,28,31,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,11,27,28,493,1
Internship,2,India,Pillai College Of Engineering,Electronics and Computer Science Engineering,Rejected,2023,9,19,22,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,1,26,30,493,1
Internship,1,Bangladesh,Bangladesh University Of Professionals,Health Education,Rejected,2023,7,18,28,493,1
Internship,1,Nigeria,Saint Louis University,MBA,Rejected,2023,12,22,37,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2023,8,18,25,493,1
Internship,2,Pakistan,Beaconhouse Juniper Campus,Physics,Rejected,2023,9,25,19,493,1
Internship,1,India,Illinois Institute Of Technology,Business Analytics,Rejected,2024,2,24,23,493,1
Internship,2,India,Sri Indhu College Of Engineering And Technology,Computer Information Systems,Rejected,2023,7,9,26,493,1
Internship,2,India,Saint Louis University,Computer Science,Dropped Out,2023,8,16,23,63,1
Internship,1,India,Periyar Maniammai Institute Of Science And Technology,Bioinformatics,Team Allocated,2023,10,9,25,63,1
Internship,1,India,Srm University,Computer Science and Engineering,Withdraw,2023,7,2,22,63,1
Internship,2,India,Cmr Engineering College,Artificial Intelligence and Machine learning,Dropped Out,2023,9,23,22,63,1
Internship,2,United States,Saint Louis University,Project Management,Rejected,2024,1,15,29,493,1
Internship,2,Nigeria,Nuhu Bamalli Polytechnic Zaria,Finance,Team Allocated,2023,12,30,27,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,9,23,24,493,1
Internship,2,United States,Saint Louis University,Applied Financial Economics,Rejected,2024,1,21,31,493,1
Internship,1,United States,Saint Louis University,Analytics,Rejected,2024,1,14,26,493,1
Internship,2,India,Indian Institute Of Technology Madras,Data Science,Rejected,2023,4,27,20,493,1
Internship,1,Nigeria,University Of Benin,History,Rejected,2024,3,9,27,493,1
Internship,2,India,Rise Krishna Sai Gandhi Group Of Institutions,Information Systems,Rejected,2023,8,29,26,493,1
Internship,2,India,Lotus Valley International School,Engineering,Team Allocated,2024,1,4,18,63,1
Internship,2,India,Mumbai University,Marketing,Rejected,2024,2,19,23,493,1
Internship,2,United States,Saint Louis University,Health Data Science,Rejected,2023,9,19,29,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,21,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,9,21,24,493,1
Internship,1,India,Avinash College Of Commerce,Business Administration,Rejected,2023,8,27,22,493,1
Internship,2,India,Sri Venkateswara College Of Engineering,Information Systems,Rejected,2023,5,27,24,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,2,24,27,493,1
Internship,2,India,Lotus Valley International School,Business Analytics,Team Allocated,2024,1,4,18,63,1
